chunk_id,local_index,cell_type
0,10363,"CD8-positive, alpha-beta T cell"
0,10365,"CD4-positive, alpha-beta T cell"
0,10368,"CD8-positive, alpha-beta T cell"
0,10382,mature alpha-beta T cell
0,10393,mature alpha-beta T cell
0,10394,mature alpha-beta T cell
0,10402,"CD8-positive, alpha-beta T cell"
0,10405,"CD8-positive, alpha-beta T cell"
0,10432,endothelial cell
0,10434,hematopoietic cell
0,10444,hematopoietic cell
0,10448,epithelial cell
0,10471,hematopoietic cell
0,10472,hematopoietic cell
0,10489,mesenchymal cell
0,10512,mesenchymal cell
0,10542,hematopoietic cell
0,10559,hematopoietic cell
0,10562,hematopoietic cell
0,10563,hematopoietic cell
0,10594,hematopoietic cell
0,10619,endothelial cell
0,10630,hematopoietic cell
0,10632,hematopoietic cell
0,10659,hematopoietic cell
0,10661,hematopoietic cell
0,10670,hematopoietic cell
0,10684,epithelial cell
0,10690,hematopoietic cell
0,10708,hematopoietic cell
0,10730,hematopoietic cell
0,10778,hematopoietic cell
0,10790,hematopoietic cell
0,10812,hematopoietic cell
0,10823,hematopoietic cell
0,10830,hematopoietic cell
0,10835,hematopoietic cell
0,10839,hematopoietic cell
0,10853,hematopoietic cell
0,10886,hematopoietic cell
0,10894,mesenchymal cell
0,10902,hematopoietic cell
0,10917,mesenchymal cell
0,10921,hematopoietic cell
0,10927,hematopoietic cell
0,10933,hematopoietic cell
0,10946,hematopoietic cell
0,10955,hematopoietic cell
0,10967,hematopoietic cell
0,10993,hematopoietic cell
0,11020,hematopoietic cell
0,11023,hematopoietic cell
0,11031,hematopoietic cell
0,11049,epithelial cell
0,11070,hematopoietic cell
0,11082,hematopoietic cell
0,11098,hematopoietic cell
0,11124,hematopoietic cell
0,11134,hematopoietic cell
0,11139,endothelial cell
0,11192,hematopoietic cell
0,11215,mesenchymal cell
0,11256,hematopoietic cell
0,11268,mesenchymal cell
0,11291,endothelial cell
0,11295,mesenchymal cell
0,11302,mesenchymal cell
0,11356,mesenchymal cell
0,11437,hematopoietic cell
0,11448,mesenchymal cell
0,11473,epithelial cell
0,11536,mesenchymal cell
0,11585,hematopoietic cell
0,11613,endothelial cell
0,11719,hematopoietic cell
0,11774,hematopoietic cell
0,11777,hematopoietic cell
0,11779,mesenchymal cell
0,11785,mesenchymal cell
0,11830,mesodermal cell
0,11835,hematopoietic cell
0,11849,hematopoietic cell
0,11853,mesenchymal cell
0,11945,hematopoietic cell
0,11956,mesodermal cell
0,12001,endothelial cell
0,12041,mesenchymal cell
0,12055,hematopoietic cell
0,12073,hematopoietic cell
0,12099,hematopoietic cell
0,12123,hematopoietic cell
0,12146,myeloid lineage restricted progenitor cell
0,12150,pro-B cell
0,12153,common dendritic progenitor
0,12159,lymphoid lineage restricted progenitor cell
0,12169,pro-B cell
0,12176,erythroid progenitor cell
0,12179,pro-B cell
0,12181,lymphoid lineage restricted progenitor cell
0,12185,hematopoietic multipotent progenitor cell
0,12192,pro-B cell
0,12193,megakaryocyte-erythroid progenitor cell
0,12212,myeloid lineage restricted progenitor cell
0,12215,common dendritic progenitor
0,12218,megakaryocyte-erythroid progenitor cell
0,12270,megakaryocyte-erythroid progenitor cell
0,12271,myeloid lineage restricted progenitor cell
0,12272,megakaryocyte-erythroid progenitor cell
0,12281,myeloid lineage restricted progenitor cell
0,12291,myeloid lineage restricted progenitor cell
0,12299,hematopoietic multipotent progenitor cell
0,12306,myeloid lineage restricted progenitor cell
0,12307,granulocyte
0,12308,myeloid lineage restricted progenitor cell
0,12313,pro-B cell
0,12320,proerythroblast
0,12322,erythroid progenitor cell
0,12330,proerythroblast
0,12342,erythroid progenitor cell
0,12343,myeloid lineage restricted progenitor cell
0,12363,myeloid lineage restricted progenitor cell
0,12374,pro-B cell
0,12382,myeloid lineage restricted progenitor cell
0,12383,megakaryocyte-erythroid progenitor cell
0,12385,proerythroblast
0,12389,proerythroblast
0,12391,common dendritic progenitor
0,12394,hematopoietic multipotent progenitor cell
0,12398,erythroid progenitor cell
0,12401,myeloid lineage restricted progenitor cell
0,12402,myeloid lineage restricted progenitor cell
0,12403,megakaryocyte-erythroid progenitor cell
0,12415,hematopoietic multipotent progenitor cell
0,12416,megakaryocyte-erythroid progenitor cell
0,12427,megakaryocyte-erythroid progenitor cell
0,12432,hematopoietic multipotent progenitor cell
0,12440,megakaryocyte-erythroid progenitor cell
0,12444,myeloid lineage restricted progenitor cell
0,12446,myeloid lineage restricted progenitor cell
0,12449,common lymphoid progenitor
0,12450,myeloid lineage restricted progenitor cell
0,12454,common dendritic progenitor
0,12457,myeloid lineage restricted progenitor cell
0,12460,hematopoietic multipotent progenitor cell
0,12461,granulocyte
0,12475,myeloid lineage restricted progenitor cell
0,12476,pro-B cell
0,12482,hematopoietic multipotent progenitor cell
0,12485,hematopoietic multipotent progenitor cell
0,12492,granulocyte monocyte progenitor cell
0,12500,hematopoietic multipotent progenitor cell
0,12505,thymocyte
0,12506,neutrophil progenitor cell
0,12507,pro-B cell
0,12510,neutrophil progenitor cell
0,12515,megakaryocyte progenitor cell
0,12517,"plasmacytoid dendritic cell, human"
0,12534,hematopoietic multipotent progenitor cell
0,12535,hematopoietic multipotent progenitor cell
0,12545,neutrophil progenitor cell
0,12554,hematopoietic multipotent progenitor cell
0,12555,megakaryocyte-erythroid progenitor cell
0,12556,megakaryocyte progenitor cell
0,12564,neutrophil progenitor cell
0,12574,neutrophil progenitor cell
0,12579,hematopoietic multipotent progenitor cell
0,12580,hematopoietic multipotent progenitor cell
0,12583,hematopoietic multipotent progenitor cell
0,12597,hematopoietic multipotent progenitor cell
0,12600,megakaryocyte-erythroid progenitor cell
0,12601,hematopoietic multipotent progenitor cell
0,12607,hematopoietic multipotent progenitor cell
0,12616,thymocyte
0,12622,common myeloid progenitor
0,12642,hematopoietic multipotent progenitor cell
0,12653,neutrophil progenitor cell
0,12669,pro-B cell
0,12674,hematopoietic multipotent progenitor cell
0,12676,pro-B cell
0,12680,pro-B cell
0,12687,neutrophil progenitor cell
0,12688,hematopoietic multipotent progenitor cell
0,12691,common myeloid progenitor
0,12694,"plasmacytoid dendritic cell, human"
0,12695,megakaryocyte-erythroid progenitor cell
0,12698,neutrophil progenitor cell
0,12713,hematopoietic multipotent progenitor cell
0,12714,thymocyte
0,12715,hematopoietic multipotent progenitor cell
0,12722,hematopoietic multipotent progenitor cell
0,12723,hematopoietic multipotent progenitor cell
0,12725,neutrophil progenitor cell
0,12726,neutrophil progenitor cell
0,12751,hematopoietic multipotent progenitor cell
0,12760,hematopoietic multipotent progenitor cell
0,12766,hematopoietic multipotent progenitor cell
0,12769,"plasmacytoid dendritic cell, human"
0,12772,megakaryocyte-erythroid progenitor cell
0,12774,neutrophil progenitor cell
0,12777,thymocyte
0,12779,hematopoietic multipotent progenitor cell
0,12788,neutrophil progenitor cell
0,12789,hematopoietic multipotent progenitor cell
0,12791,granulocyte monocyte progenitor cell
0,12792,neutrophil progenitor cell
0,12800,neutrophil progenitor cell
0,12806,erythroid lineage cell
0,12812,hematopoietic multipotent progenitor cell
0,12814,hematopoietic multipotent progenitor cell
0,12815,common myeloid progenitor
0,12817,hematopoietic multipotent progenitor cell
0,12820,neutrophil progenitor cell
0,12826,hematopoietic multipotent progenitor cell
0,12829,neutrophil progenitor cell
0,12831,megakaryocyte progenitor cell
0,12834,plasmacytoid dendritic cell
0,12838,common dendritic progenitor
0,12839,neutrophil progenitor cell
0,12846,neutrophil progenitor cell
0,12850,neutrophil progenitor cell
0,12852,neutrophil progenitor cell
0,12853,hematopoietic multipotent progenitor cell
0,12860,neutrophil progenitor cell
0,12863,common myeloid progenitor
0,12865,megakaryocyte progenitor cell
0,12867,megakaryocyte-erythroid progenitor cell
0,12876,hematopoietic multipotent progenitor cell
0,12877,megakaryocyte-erythroid progenitor cell
0,12879,hematopoietic multipotent progenitor cell
0,12881,hematopoietic multipotent progenitor cell
0,12883,hematopoietic multipotent progenitor cell
0,12884,"plasmacytoid dendritic cell, human"
0,12889,neutrophil progenitor cell
0,12891,hematopoietic multipotent progenitor cell
0,12895,hematopoietic multipotent progenitor cell
0,12897,hematopoietic multipotent progenitor cell
0,12900,mast cell
0,12920,hematopoietic multipotent progenitor cell
0,12923,hematopoietic multipotent progenitor cell
0,12928,hematopoietic multipotent progenitor cell
0,12944,hematopoietic multipotent progenitor cell
0,12947,megakaryocyte-erythroid progenitor cell
0,12948,hematopoietic multipotent progenitor cell
0,12951,hematopoietic multipotent progenitor cell
0,12959,megakaryocyte-erythroid progenitor cell
0,12965,hematopoietic multipotent progenitor cell
0,12970,megakaryocyte-erythroid progenitor cell
0,12971,megakaryocyte progenitor cell
0,12973,hematopoietic multipotent progenitor cell
0,12974,hematopoietic multipotent progenitor cell
0,12978,hematopoietic multipotent progenitor cell
0,12979,hematopoietic multipotent progenitor cell
0,12980,"plasmacytoid dendritic cell, human"
0,12985,neutrophil progenitor cell
0,12991,hematopoietic multipotent progenitor cell
0,12995,neutrophil progenitor cell
0,12998,megakaryocyte-erythroid progenitor cell
0,13000,erythroid lineage cell
0,13009,hematopoietic multipotent progenitor cell
0,13010,hematopoietic multipotent progenitor cell
0,13015,megakaryocyte progenitor cell
0,13023,mast cell
0,13027,neutrophil progenitor cell
0,13029,hematopoietic multipotent progenitor cell
0,13032,hematopoietic multipotent progenitor cell
0,13034,megakaryocyte-erythroid progenitor cell
0,13035,hematopoietic multipotent progenitor cell
0,13038,hematopoietic multipotent progenitor cell
0,13044,hematopoietic multipotent progenitor cell
0,13055,hematopoietic multipotent progenitor cell
0,13058,hematopoietic multipotent progenitor cell
0,13059,erythroid lineage cell
0,13074,"plasmacytoid dendritic cell, human"
0,13075,hematopoietic multipotent progenitor cell
0,13077,hematopoietic multipotent progenitor cell
0,13079,common myeloid progenitor
0,13082,megakaryocyte progenitor cell
0,13085,megakaryocyte-erythroid progenitor cell
0,13091,megakaryocyte-erythroid progenitor cell
0,13114,lymphocyte
0,13121,natural killer cell
0,13128,classical monocyte
0,13164,classical monocyte
0,13178,classical monocyte
0,13214,classical monocyte
0,13226,hematopoietic stem cell
0,13282,common myeloid progenitor
0,13287,erythroid progenitor cell
0,13288,dendritic cell
0,13292,macrophage
0,13303,classical monocyte
0,13308,erythroid progenitor cell
0,13314,non-classical monocyte
0,13344,dendritic cell
0,13358,non-classical monocyte
0,13364,classical monocyte
0,13370,classical monocyte
0,13411,classical monocyte
0,13419,classical monocyte
0,13429,natural killer cell
0,13456,common myeloid progenitor
0,13461,macrophage
0,13463,common myeloid progenitor
0,13473,erythroid progenitor cell
0,13492,common myeloid progenitor
0,13509,classical monocyte
0,13519,hematopoietic stem cell
0,13529,lymphocyte
0,13551,natural killer cell
0,13552,common myeloid progenitor
0,13553,unknown
0,13561,common myeloid progenitor
0,13585,unknown
0,13601,common myeloid progenitor
0,13606,hematopoietic stem cell
0,13618,hematopoietic stem cell
0,13626,common myeloid progenitor
0,13637,lymphocyte
0,13660,common myeloid progenitor
0,13669,common myeloid progenitor
0,13675,hematopoietic stem cell
0,13683,common myeloid progenitor
0,13692,natural killer cell
0,13700,hematopoietic stem cell
0,13703,common myeloid progenitor
0,13757,natural killer cell
0,13776,lymphocyte
0,13792,unknown
0,13810,natural killer cell
0,13880,natural killer cell
0,13972,hematopoietic stem cell
0,13975,precursor B cell
0,13977,"plasmacytoid dendritic cell, human"
0,13986,classical monocyte
0,14012,unknown
0,14037,common myeloid progenitor
0,14044,unknown
0,14046,common myeloid progenitor
0,14059,hematopoietic stem cell
0,14061,lymphocyte
0,14064,common myeloid progenitor
0,14065,lymphocyte
0,14075,natural killer cell
0,14143,common myeloid progenitor
0,14153,common myeloid progenitor
0,14169,classical monocyte
0,14170,common myeloid progenitor
0,14203,common myeloid progenitor
0,14205,lymphocyte
0,14217,common myeloid progenitor
0,14220,lymphocyte
0,14269,unknown
0,14304,classical monocyte
0,14327,unknown
0,14336,classical monocyte
0,14340,classical monocyte
0,14345,megakaryocyte
0,14417,classical monocyte
0,14418,non-classical monocyte
0,14445,classical monocyte
0,14484,non-classical monocyte
0,14493,macrophage
0,14515,non-classical monocyte
0,14518,non-classical monocyte
0,14525,non-classical monocyte
0,14528,classical monocyte
0,14532,unknown
0,14635,natural killer cell
0,14649,classical monocyte
0,14657,classical monocyte
0,14661,natural killer cell
0,14674,classical monocyte
0,14675,natural killer cell
0,14687,lymphocyte
0,14692,classical monocyte
0,14694,natural killer cell
0,14700,classical monocyte
0,14720,classical monocyte
0,14728,classical monocyte
0,14769,classical monocyte
0,14774,common myeloid progenitor
0,14776,lymphocyte
0,14789,macrophage
0,14823,classical monocyte
0,14846,classical monocyte
0,14863,classical monocyte
0,14871,non-classical monocyte
0,14872,classical monocyte
0,14875,classical monocyte
0,14879,classical monocyte
0,14887,classical monocyte
0,14894,classical monocyte
0,14909,classical monocyte
0,14913,non-classical monocyte
0,14923,unknown
0,14926,classical monocyte
0,14947,non-classical monocyte
0,14950,unknown
0,14968,classical monocyte
0,14972,classical monocyte
0,14988,classical monocyte
0,14992,classical monocyte
0,14993,classical monocyte
0,15024,classical monocyte
0,15037,non-classical monocyte
0,15040,classical monocyte
0,15041,classical monocyte
0,15042,classical monocyte
0,15048,classical monocyte
0,15068,non-classical monocyte
0,15078,non-classical monocyte
0,15090,non-classical monocyte
0,15102,hematopoietic stem cell
0,15152,dendritic cell
0,15158,unknown
0,15172,unknown
0,15180,classical monocyte
0,15183,common myeloid progenitor
0,15193,classical monocyte
0,15196,natural killer cell
0,15201,classical monocyte
0,15216,classical monocyte
0,15228,hematopoietic stem cell
0,15236,naive B cell
0,15242,unknown
0,15287,classical monocyte
0,15295,plasma cell
0,15307,classical monocyte
0,15313,memory B cell
0,15349,megakaryocyte
0,15361,non-classical monocyte
0,15375,non-classical monocyte
0,15392,classical monocyte
0,15403,classical monocyte
0,15406,non-classical monocyte
0,15414,classical monocyte
0,15415,megakaryocyte
0,15417,classical monocyte
0,15420,non-classical monocyte
0,15431,classical monocyte
0,15437,non-classical monocyte
0,15451,classical monocyte
0,15454,megakaryocyte
0,15466,hematopoietic stem cell
0,15468,non-classical monocyte
0,15488,dendritic cell
0,15489,memory B cell
0,15500,non-classical monocyte
0,15507,non-classical monocyte
0,15514,classical monocyte
0,15528,classical monocyte
0,15530,megakaryocyte
0,15537,megakaryocyte
0,15548,unknown
0,15574,non-classical monocyte
0,15581,classical monocyte
0,15599,non-classical monocyte
0,15606,classical monocyte
0,15631,memory B cell
0,15652,non-classical monocyte
0,15660,common myeloid progenitor
0,15692,non-classical monocyte
0,15719,unknown
0,15726,dendritic cell
0,15729,unknown
0,15750,classical monocyte
0,15754,"plasmacytoid dendritic cell, human"
0,15764,common myeloid progenitor
0,15793,"plasmacytoid dendritic cell, human"
0,15797,classical monocyte
0,15821,classical monocyte
0,15826,classical monocyte
0,15830,dendritic cell
0,15846,common myeloid progenitor
0,15876,classical monocyte
0,15878,non-classical monocyte
0,15881,"plasmacytoid dendritic cell, human"
0,15888,classical monocyte
0,15895,unknown
0,15919,classical monocyte
0,15932,unknown
0,15936,natural killer cell
0,15943,"plasmacytoid dendritic cell, human"
0,15967,classical monocyte
0,15971,unknown
0,15977,non-classical monocyte
0,15979,classical monocyte
0,15991,non-classical monocyte
0,16049,common myeloid progenitor
0,16051,classical monocyte
0,16059,non-classical monocyte
0,16084,unknown
0,16113,lymphocyte
0,16153,natural killer cell
0,16161,common myeloid progenitor
0,16174,classical monocyte
0,16196,natural killer cell
0,16197,lymphocyte
0,16208,non-classical monocyte
0,16245,common myeloid progenitor
0,16249,unknown
0,16252,classical monocyte
0,16265,classical monocyte
0,16283,non-classical monocyte
0,16291,unknown
0,16306,"plasmacytoid dendritic cell, human"
0,16341,common myeloid progenitor
0,16343,lymphocyte
0,16370,common myeloid progenitor
0,16388,common myeloid progenitor
0,16393,common myeloid progenitor
0,16408,"plasmacytoid dendritic cell, human"
0,16409,classical monocyte
0,16412,hematopoietic stem cell
