Analyzing: Layer 9, 8x expansion (K=32)
Directory: /biodata/nyanovsky/datasets/pbmc3k/layer_9/sae_k_32_5120/interpretations_filter_zero_expressed

Feature    | Top Cell Type (r)         | Top Significant GO Terms
50         | CD4 T cells (0.61)        | lytic vacuole membrane (GO:0098852) (GO_Cellular_Component_2021) || lysosome (GO:0005764) (GO_Cellular_Component_2021) || lysosomal membrane (GO:0005765) (GO_Cellular_Component_2021)
877        | CD14+ Monocytes (0.50)    | B cell activation (GO:0042113) (GO_Biological_Process_2021) || positive regulation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway (GO:2001269) (GO_Biological_Process_2021) || positive regulation of protein serine/threonine kinase activity (GO:0071902) (GO_Biological_Process_2021)
3065       | CD14+ Monocytes (0.46)    | primary miRNA binding (GO:0070878) (GO_Molecular_Function_2021) || tRNA (cytosine) methyltransferase activity (GO:0016427) (GO_Molecular_Function_2021)
4732       | B cells (-0.32)           | RNA stem-loop binding (GO:0035613) (GO_Molecular_Function_2021)
5119       | B cells (0.32)            | mitochondrial inner membrane (GO:0005743) (GO_Cellular_Component_2021) || organelle inner membrane (GO:0019866) (GO_Cellular_Component_2021) || mitochondrial membrane (GO:0031966) (GO_Cellular_Component_2021)
1485       | CD4 T cells (0.52)        | regulation of pro-B cell differentiation (GO:2000973) (GO_Biological_Process_2021) || calcium channel activity (GO:0005262) (GO_Molecular_Function_2021)
2535       | CD4 T cells (0.17)        | vacuolar lumen (GO:0005775) (GO_Cellular_Component_2021) || RNA binding (GO:0003723) (GO_Molecular_Function_2021) || ATPase activator activity (GO:0001671) (GO_Molecular_Function_2021)
587        | FCGR3A+ Monocytes (-0.23) | Golgi-associated vesicle (GO:0005798) (GO_Cellular_Component_2021) || trans-Golgi network transport vesicle (GO:0030140) (GO_Cellular_Component_2021)
1154       | FCGR3A+ Monocytes (-0.34) | negative regulation of small GTPase mediated signal transduction (GO:0051058) (GO_Biological_Process_2021) || lysine-acetylated histone binding (GO:0070577) (GO_Molecular_Function_2021) || acetylation-dependent protein binding (GO:0140033) (GO_Molecular_Function_2021)
4471       | CD8 T cells (-0.34)       | RNA polymerase II transcription regulatory region sequence-specific DNA binding (GO:0000977) (GO_Molecular_Function_2021) || RNA polymerase II cis-regulatory region sequence-specific DNA binding (GO:0000978) (GO_Molecular_Function_2021) || cis-regulatory region sequence-specific DNA binding (GO:0000987) (GO_Molecular_Function_2021)
1230       | CD14+ Monocytes (-0.31)   | nucleus (GO:0005634) (GO_Cellular_Component_2021) || intracellular membrane-bounded organelle (GO:0043231) (GO_Cellular_Component_2021) || MHC class I protein binding (GO:0042288) (GO_Molecular_Function_2021)
621        | FCGR3A+ Monocytes (-0.33) | ubiquitin protein ligase binding (GO:0031625) (GO_Molecular_Function_2021) || ubiquitin-like protein ligase binding (GO:0044389) (GO_Molecular_Function_2021)
3989       | CD14+ Monocytes (0.33)    | UDP-N-acetylglucosamine transmembrane transporter activity (GO:0005462) (GO_Molecular_Function_2021) || carnitine O-acyltransferase activity (GO:0016406) (GO_Molecular_Function_2021) || pyrimidine nucleotide-sugar transmembrane transporter activity (GO:0015165) (GO_Molecular_Function_2021)
4609       | B cells (0.37)            | mitochondrial inner membrane (GO:0005743) (GO_Cellular_Component_2021) || organelle inner membrane (GO:0019866) (GO_Cellular_Component_2021)
620        | FCGR3A+ Monocytes (-0.25) | prenyltransferase activity (GO:0004659) (GO_Molecular_Function_2021)
1208       | CD14+ Monocytes (0.34)    | maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) (GO:0000462) (GO_Biological_Process_2021) || RNA binding (GO:0003723) (GO_Molecular_Function_2021)
2409       | CD14+ Monocytes (-0.42)   | integral component of mitochondrial membrane (GO:0032592) (GO_Cellular_Component_2021) || NuA4 histone acetyltransferase complex (GO:0035267) (GO_Cellular_Component_2021) || mitochondrial outer membrane translocase complex (GO:0005742) (GO_Cellular_Component_2021)
4339       | CD4 T cells (0.55)        | antigen receptor-mediated signaling pathway (GO:0050851) (GO_Biological_Process_2021) || regulation of potassium ion transmembrane transporter activity (GO:1901016) (GO_Biological_Process_2021) || T cell receptor signaling pathway (GO:0050852) (GO_Biological_Process_2021)
195        | CD14+ Monocytes (-0.39)   | lysosome (GO:0005764) (GO_Cellular_Component_2021) || neuron projection (GO:0043005) (GO_Cellular_Component_2021) || axon (GO:0030424) (GO_Cellular_Component_2021)
1126       | CD14+ Monocytes (0.35)    | positive regulation of GTPase activity (GO:0043547) (GO_Biological_Process_2021) || regulation of GTPase activity (GO:0043087) (GO_Biological_Process_2021) || positive regulation of hydrolase activity (GO:0051345) (GO_Biological_Process_2021)
3331       | CD4 T cells (0.17)        | ubiquitin protein ligase activity (GO:0061630) (GO_Molecular_Function_2021) || ubiquitin-like protein ligase activity (GO:0061659) (GO_Molecular_Function_2021) || ubiquitin-protein transferase activity (GO:0004842) (GO_Molecular_Function_2021)
590        | CD4 T cells (0.42)        | nucleus (GO:0005634) (GO_Cellular_Component_2021) || intracellular membrane-bounded organelle (GO:0043231) (GO_Cellular_Component_2021) || RNA polymerase III complex (GO:0005666) (GO_Cellular_Component_2021)
2892       | CD4 T cells (0.40)        | RNA binding (GO:0003723) (GO_Molecular_Function_2021) || mRNA binding (GO:0003729) (GO_Molecular_Function_2021) || mRNA 3'-end processing (GO:0031124) (GO_Biological_Process_2021)
2423       | B cells (-0.33)           | histone demethylase activity (GO:0032452) (GO_Molecular_Function_2021) || RNA polymerase III cis-regulatory region sequence-specific DNA binding (GO:0000992) (GO_Molecular_Function_2021) || RNA polymerase III type 3 promoter sequence-specific DNA binding (GO:0001006) (GO_Molecular_Function_2021)
4046       | CD4 T cells (0.40)        | regulation of protein localization to centrosome (GO:1904779) (GO_Biological_Process_2021) || PAM complex, Tim23 associated import motor (GO:0001405) (GO_Cellular_Component_2021) || mismatched DNA binding (GO:0030983) (GO_Molecular_Function_2021)
4604       | CD14+ Monocytes (-0.33)   | regulation of platelet-derived growth factor receptor-beta signaling pathway (GO:2000586) (GO_Biological_Process_2021) || positive regulation of transcription, DNA-templated (GO:0045893) (GO_Biological_Process_2021) || positive regulation of histone H3-K9 methylation (GO:0051574) (GO_Biological_Process_2021)
126        | CD4 T cells (0.45)        | insulin-like growth factor I binding (GO:0031994) (GO_Molecular_Function_2021) || insulin-like growth factor binding (GO:0005520) (GO_Molecular_Function_2021) || regulation of JNK cascade (GO:0046328) (GO_Biological_Process_2021)
4725       | CD4 T cells (0.30)        | protein serine/threonine kinase activity (GO:0004674) (GO_Molecular_Function_2021) || store-operated calcium channel activity (GO:0015279) (GO_Molecular_Function_2021) || nucleus (GO:0005634) (GO_Cellular_Component_2021)
3348       | B cells (-0.28)           | DNA-binding transcription repressor activity, RNA polymerase II-specific (GO:0001227) (GO_Molecular_Function_2021)
3237       | CD4 T cells (0.16)        | spliceosomal snRNP complex (GO:0097525) (GO_Cellular_Component_2021) || U1 snRNP (GO:0005685) (GO_Cellular_Component_2021) || spliceosomal tri-snRNP complex (GO:0097526) (GO_Cellular_Component_2021)
1106       | NK cells (-0.36)          | protein kinase regulator activity (GO:0019887) (GO_Molecular_Function_2021)
1539       | FCGR3A+ Monocytes (0.22)  | microbody membrane (GO:0031903) (GO_Cellular_Component_2021) || peroxisomal membrane (GO:0005778) (GO_Cellular_Component_2021) || peroxisomal membrane transport (GO:0015919) (GO_Biological_Process_2021)
2242       | B cells (0.37)            | 1-phosphatidylinositol binding (GO:0005545) (GO_Molecular_Function_2021) || ubiquitin binding (GO:0043130) (GO_Molecular_Function_2021)
3562       | FCGR3A+ Monocytes (-0.22) | RNA polymerase II transcription regulatory region sequence-specific DNA binding (GO:0000977) (GO_Molecular_Function_2021) || DNA-binding transcription activator activity, RNA polymerase II-specific (GO:0001228) (GO_Molecular_Function_2021) || regulation of transcription by RNA polymerase II (GO:0006357) (GO_Biological_Process_2021)
4638       | FCGR3A+ Monocytes (-0.28) | guanyl-nucleotide exchange factor activity (GO:0005085) (GO_Molecular_Function_2021)
3129       | FCGR3A+ Monocytes (-0.27) | RNA polymerase II cis-regulatory region sequence-specific DNA binding (GO:0000978) (GO_Molecular_Function_2021) || cis-regulatory region sequence-specific DNA binding (GO:0000987) (GO_Molecular_Function_2021) || RNA polymerase II transcription regulatory region sequence-specific DNA binding (GO:0000977) (GO_Molecular_Function_2021)
1888       | CD4 T cells (-0.35)       | nucleus (GO:0005634) (GO_Cellular_Component_2021) || intracellular membrane-bounded organelle (GO:0043231) (GO_Cellular_Component_2021) || small-subunit processome (GO:0032040) (GO_Cellular_Component_2021)
1923       | CD4 T cells (-0.22)       | T cell receptor complex (GO:0042101) (GO_Cellular_Component_2021) || chronic inflammatory response (GO:0002544) (GO_Biological_Process_2021) || negative regulation of B cell receptor signaling pathway (GO:0050859) (GO_Biological_Process_2021)
4634       | CD4 T cells (-0.27)       | positive regulation of CD4-positive, alpha-beta T cell activation (GO:2000516) (GO_Biological_Process_2021) || regulation of regulatory T cell differentiation (GO:0045589) (GO_Biological_Process_2021) || negative regulation of CD8-positive, alpha-beta T cell activation (GO:2001186) (GO_Biological_Process_2021)
689        | CD14+ Monocytes (-0.58)   | microtubule (GO:0005874) (GO_Cellular_Component_2021) || GTP binding (GO:0005525) (GO_Molecular_Function_2021) || guanyl ribonucleotide binding (GO:0032561) (GO_Molecular_Function_2021)
1511       | CD4 T cells (0.60)        | secretory granule membrane (GO:0030667) (GO_Cellular_Component_2021) || specific granule membrane (GO:0035579) (GO_Cellular_Component_2021) || specific granule (GO:0042581) (GO_Cellular_Component_2021)
3528       | CD4 T cells (0.45)        | transcription factor TFIIH core complex (GO:0000439) (GO_Cellular_Component_2021) || transcription factor TFIIH holo complex (GO:0005675) (GO_Cellular_Component_2021)
3874       | CD4 T cells (0.34)        | acyl-CoA dehydrogenase activity (GO:0003995) (GO_Molecular_Function_2021) || H3 histone acetyltransferase activity (GO:0010484) (GO_Molecular_Function_2021)
1112       | NK cells (-0.34)          | negative regulation of B cell proliferation (GO:0030889) (GO_Biological_Process_2021) || negative regulation of B cell activation (GO:0050869) (GO_Biological_Process_2021) || regulation of immune response (GO:0050776) (GO_Biological_Process_2021)
2159       | CD14+ Monocytes (-0.55)   | vacuolar lumen (GO:0005775) (GO_Cellular_Component_2021) || lysosomal lumen (GO:0043202) (GO_Cellular_Component_2021) || lysosome (GO:0005764) (GO_Cellular_Component_2021)
3428       | B cells (-0.32)           | aerobic electron transport chain (GO:0019646) (GO_Biological_Process_2021) || mitochondrial ATP synthesis coupled electron transport (GO:0042775) (GO_Biological_Process_2021) || oxidoreduction-driven active transmembrane transporter activity (GO:0015453) (GO_Molecular_Function_2021)
770        | NK cells (0.26)           | exoribonuclease activity, producing 5'-phosphomonoesters (GO:0016896) (GO_Molecular_Function_2021) || 3'-5'-exoribonuclease activity (GO:0000175) (GO_Molecular_Function_2021) || 3'-5' exonuclease activity (GO:0008408) (GO_Molecular_Function_2021)
4734       | CD4 T cells (0.39)        | microtubule anchoring at centrosome (GO:0034454) (GO_Biological_Process_2021) || microtubule anchoring at microtubule organizing center (GO:0072393) (GO_Biological_Process_2021) || intraciliary transport involved in cilium assembly (GO:0035735) (GO_Biological_Process_2021)
3803       | CD4 T cells (-0.32)       | actin cytoskeleton (GO:0015629) (GO_Cellular_Component_2021) || polymeric cytoskeletal fiber (GO:0099513) (GO_Cellular_Component_2021) || protein phosphatase type 2A complex (GO:0000159) (GO_Cellular_Component_2021)
703        | CD4 T cells (0.59)        | platelet alpha granule (GO:0031091) (GO_Cellular_Component_2021) || reverse cholesterol transport (GO:0043691) (GO_Biological_Process_2021) || spherical high-density lipoprotein particle (GO:0034366) (GO_Cellular_Component_2021)
3948       | CD14+ Monocytes (0.28)    | iron ion transmembrane transport (GO:0034755) (GO_Biological_Process_2021) || transition metal ion transmembrane transporter activity (GO:0046915) (GO_Molecular_Function_2021) || iron ion transmembrane transporter activity (GO:0005381) (GO_Molecular_Function_2021)
4057       | NK cells (-0.36)          | ubiquitin binding (GO:0043130) (GO_Molecular_Function_2021) || ubiquitin-protein transferase activity (GO:0004842) (GO_Molecular_Function_2021) || quaternary ammonium group transmembrane transporter activity (GO:0015651) (GO_Molecular_Function_2021)
4741       | NK cells (-0.16)          | negative regulation of dendritic cell differentiation (GO:2001199) (GO_Biological_Process_2021) || negative regulation of leukocyte differentiation (GO:1902106) (GO_Biological_Process_2021) || regulation of cell cycle (GO:0051726) (GO_Biological_Process_2021)
458        | CD4 T cells (0.18)        | cytochrome complex assembly (GO:0017004) (GO_Biological_Process_2021)
2665       | NK cells (-0.13)          | glycolipid biosynthetic process (GO:0009247) (GO_Biological_Process_2021)
4146       | CD14+ Monocytes (0.28)    | tRNA binding (GO:0000049) (GO_Molecular_Function_2021) || mitochondrial matrix (GO:0005759) (GO_Cellular_Component_2021) || tRNA aminoacylation for mitochondrial protein translation (GO:0070127) (GO_Biological_Process_2021)
3231       | CD4 T cells (-0.48)       | response to ionizing radiation (GO:0010212) (GO_Biological_Process_2021) || tRNA export from nucleus (GO:0006409) (GO_Biological_Process_2021) || tRNA-containing ribonucleoprotein complex export from nucleus (GO:0071431) (GO_Biological_Process_2021)
718        | CD14+ Monocytes (-0.39)   | fatty acid transmembrane transport (GO:1902001) (GO_Biological_Process_2021) || regulated exocytosis (GO:0045055) (GO_Biological_Process_2021) || cardiolipin biosynthetic process (GO:0032049) (GO_Biological_Process_2021)
80         | B cells (0.47)            | cellular response to catecholamine stimulus (GO:0071870) (GO_Biological_Process_2021) || cellular response to heat (GO:0034605) (GO_Biological_Process_2021) || cAMP-dependent protein kinase activity (GO:0004691) (GO_Molecular_Function_2021)
