Analyzing: Layer 12, 8x expansion (K=32)
Directory: /biodata/nyanovsky/datasets/pbmc3k/layer_12/sae_k_32_5120_online/interpretations_filter_zero_expressed

Feature    | Top Cell Type (r)         | Top Significant GO Terms
4276       | B cells (0.35)            | transferrin transport (GO:0033572) (GO_Biological_Process_2021) || iron ion transport (GO:0006826) (GO_Biological_Process_2021) || lytic vacuole membrane (GO:0098852) (GO_Cellular_Component_2021)
3065       | B cells (0.35)            | macromolecule catabolic process (GO:0009057) (GO_Biological_Process_2021) || oxidoreduction-driven active transmembrane transporter activity (GO:0015453) (GO_Molecular_Function_2021) || mitotic cell cycle phase transition (GO:0044772) (GO_Biological_Process_2021)
4732       | CD4 T cells (0.40)        | sister chromatid segregation (GO:0000819) (GO_Biological_Process_2021) || regulation of cellular response to stress (GO:0080135) (GO_Biological_Process_2021) || regulation of primary metabolic process (GO:0080090) (GO_Biological_Process_2021)
5119       | CD4 T cells (0.70)        | cellular response to interleukin-1 (GO:0071347) (GO_Biological_Process_2021) || lipopolysaccharide-mediated signaling pathway (GO:0031663) (GO_Biological_Process_2021) || interleukin-1 receptor binding (GO:0005149) (GO_Molecular_Function_2021)
1485       | B cells (-0.41)           | condensed chromosome (GO:0000793) (GO_Cellular_Component_2021) || condensed nuclear chromosome (GO:0000794) (GO_Cellular_Component_2021)
3446       | CD4 T cells (0.59)        | positive regulation of DNA-templated transcription, elongation (GO:0032786) (GO_Biological_Process_2021) || regulation of DNA-templated transcription, elongation (GO:0032784) (GO_Biological_Process_2021) || translocation of molecules into host (GO:0044417) (GO_Biological_Process_2021)
1789       | FCGR3A+ Monocytes (-0.33) | cellular protein modification process (GO:0006464) (GO_Biological_Process_2021) || endocytic vesicle (GO:0030139) (GO_Cellular_Component_2021)
2151       | CD4 T cells (0.60)        | negative regulation of T cell mediated cytotoxicity (GO:0001915) (GO_Biological_Process_2021) || ficolin-1-rich granule lumen (GO:1904813) (GO_Cellular_Component_2021) || ficolin-1-rich granule (GO:0101002) (GO_Cellular_Component_2021)
3989       | CD4 T cells (-0.40)       | SRP-dependent cotranslational protein targeting to membrane (GO:0006614) (GO_Biological_Process_2021) || nuclear-transcribed mRNA catabolic process (GO:0000956) (GO_Biological_Process_2021) || cotranslational protein targeting to membrane (GO:0006613) (GO_Biological_Process_2021)
1581       | CD8 T cells (-0.20)       | RNA polymerase II cis-regulatory region sequence-specific DNA binding (GO:0000978) (GO_Molecular_Function_2021) || cis-regulatory region sequence-specific DNA binding (GO:0000987) (GO_Molecular_Function_2021) || regulation of transcription by RNA polymerase II (GO:0006357) (GO_Biological_Process_2021)
620        | CD14+ Monocytes (-0.65)   | positive regulation of oxidative stress-induced neuron death (GO:1903223) (GO_Biological_Process_2021)
2409       | CD4 T cells (0.48)        | cell junction disassembly (GO:0150146) (GO_Biological_Process_2021) || synapse pruning (GO:0098883) (GO_Biological_Process_2021) || complement activation, classical pathway (GO:0006958) (GO_Biological_Process_2021)
1014       | CD4 T cells (-0.68)       | cilium assembly (GO:0060271) (GO_Biological_Process_2021) || cilium organization (GO:0044782) (GO_Biological_Process_2021) || protein localization to chromosome, centromeric region (GO:0071459) (GO_Biological_Process_2021)
4881       | B cells (-0.29)           | regulation of immune response (GO:0050776) (GO_Biological_Process_2021) || positive regulation of interleukin-4 production (GO:0032753) (GO_Biological_Process_2021) || regulation of interleukin-4 production (GO:0032673) (GO_Biological_Process_2021)
893        | CD4 T cells (-0.46)       | m7G(5')pppN diphosphatase activity (GO:0050072) (GO_Molecular_Function_2021)
3237       | CD4 T cells (0.53)        | regulation of RNA export from nucleus (GO:0046831) (GO_Biological_Process_2021) || transcription, DNA-templated (GO:0006351) (GO_Biological_Process_2021) || transcription elongation from RNA polymerase II promoter (GO:0006368) (GO_Biological_Process_2021)
341        | B cells (0.51)            | oxoglutarate dehydrogenase complex (GO:0045252) (GO_Cellular_Component_2021) || nucleus (GO:0005634) (GO_Cellular_Component_2021) || intracellular membrane-bounded organelle (GO:0043231) (GO_Cellular_Component_2021)
1106       | CD8 T cells (-0.25)       | SRP-dependent cotranslational protein targeting to membrane (GO:0006614) (GO_Biological_Process_2021) || cotranslational protein targeting to membrane (GO:0006613) (GO_Biological_Process_2021) || protein targeting to ER (GO:0045047) (GO_Biological_Process_2021)
4938       | CD14+ Monocytes (-0.27)   | RNA binding (GO:0003723) (GO_Molecular_Function_2021) || intracellular membrane-bounded organelle (GO:0043231) (GO_Cellular_Component_2021) || U2-type spliceosomal complex (GO:0005684) (GO_Cellular_Component_2021)
2242       | NK cells (0.22)           | intracellular membrane-bounded organelle (GO:0043231) (GO_Cellular_Component_2021) || nucleus (GO:0005634) (GO_Cellular_Component_2021) || SWI/SNF complex (GO:0016514) (GO_Cellular_Component_2021)
3562       | B cells (0.27)            | lytic vacuole membrane (GO:0098852) (GO_Cellular_Component_2021) || vacuolar membrane (GO:0005774) (GO_Cellular_Component_2021) || lysosomal membrane (GO:0005765) (GO_Cellular_Component_2021)
5115       | CD14+ Monocytes (0.30)    | oxo-acid-lyase activity (GO:0016833) (GO_Molecular_Function_2021) || chromocenter (GO:0010369) (GO_Cellular_Component_2021) || manganese ion binding (GO:0030145) (GO_Molecular_Function_2021)
3351       | CD4 T cells (0.34)        | regulation of regulatory T cell differentiation (GO:0045589) (GO_Biological_Process_2021)
2270       | CD4 T cells (0.78)        | chemokine binding (GO:0019956) (GO_Molecular_Function_2021) || C-C chemokine receptor activity (GO:0016493) (GO_Molecular_Function_2021) || C-C chemokine binding (GO:0019957) (GO_Molecular_Function_2021)
456        | B cells (-0.36)           | phosphatase activity (GO:0016791) (GO_Molecular_Function_2021)
4864       | B cells (-0.45)           | COPII vesicle coating (GO:0048208) (GO_Biological_Process_2021) || vesicle coating (GO:0006901) (GO_Biological_Process_2021) || vesicle targeting, rough ER to cis-Golgi (GO:0048207) (GO_Biological_Process_2021)
4634       | B cells (0.47)            | integral component of mitochondrial inner membrane (GO:0031305) (GO_Cellular_Component_2021) || nBAF complex (GO:0071565) (GO_Cellular_Component_2021)
2949       | CD4 T cells (0.68)        | NADH dehydrogenase (quinone) activity (GO:0050136) (GO_Molecular_Function_2021) || NADH dehydrogenase (ubiquinone) activity (GO:0008137) (GO_Molecular_Function_2021) || respiratory chain complex I (GO:0045271) (GO_Cellular_Component_2021)
3507       | CD14+ Monocytes (-0.48)   | regulation of amyloid-beta clearance (GO:1900221) (GO_Biological_Process_2021) || lipoprotein particle receptor binding (GO:0070325) (GO_Molecular_Function_2021)
2691       | B cells (-0.43)           | lytic vacuole (GO:0000323) (GO_Cellular_Component_2021) || azurophil granule (GO:0042582) (GO_Cellular_Component_2021)
1511       | CD4 T cells (0.58)        | nucleolus (GO:0005730) (GO_Cellular_Component_2021) || nuclear lumen (GO:0031981) (GO_Cellular_Component_2021) || hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides (GO:0016811) (GO_Molecular_Function_2021)
4704       | CD14+ Monocytes (-0.61)   | RNA binding (GO:0003723) (GO_Molecular_Function_2021) || mRNA processing (GO:0006397) (GO_Biological_Process_2021) || RNA splicing, via transesterification reactions with bulged adenosine as nucleophile (GO:0000377) (GO_Biological_Process_2021)
220        | CD14+ Monocytes (0.25)    | G-quadruplex DNA binding (GO:0051880) (GO_Molecular_Function_2021) || 4 iron, 4 sulfur cluster binding (GO:0051539) (GO_Molecular_Function_2021) || ubiquitin binding (GO:0043130) (GO_Molecular_Function_2021)
4752       | CD4 T cells (0.63)        | thioesterase binding (GO:0031996) (GO_Molecular_Function_2021) || tumor necrosis factor receptor binding (GO:0005164) (GO_Molecular_Function_2021) || tumor necrosis factor receptor superfamily binding (GO:0032813) (GO_Molecular_Function_2021)
1047       | CD4 T cells (0.62)        | GTPase activator activity (GO:0005096) (GO_Molecular_Function_2021) || GTPase regulator activity (GO:0030695) (GO_Molecular_Function_2021) || regulation of small GTPase mediated signal transduction (GO:0051056) (GO_Biological_Process_2021)
2954       | CD14+ Monocytes (-0.57)   | methylation-dependent protein binding (GO:0140034) (GO_Molecular_Function_2021) || tubulin binding (GO:0015631) (GO_Molecular_Function_2021) || methylated histone binding (GO:0035064) (GO_Molecular_Function_2021)
3874       | NK cells (-0.32)          | pyrimidine nucleobase biosynthetic process (GO:0019856) (GO_Biological_Process_2021) || base-excision repair, gap-filling (GO:0006287) (GO_Biological_Process_2021) || pyrimidine ribonucleotide biosynthetic process (GO:0009220) (GO_Biological_Process_2021)
770        | B cells (0.27)            | nucleus (GO:0005634) (GO_Cellular_Component_2021) || nuclear membrane (GO:0031965) (GO_Cellular_Component_2021) || intracellular membrane-bounded organelle (GO:0043231) (GO_Cellular_Component_2021)
2066       | CD4 T cells (0.63)        | nucleolus (GO:0005730) (GO_Cellular_Component_2021) || nuclear lumen (GO:0031981) (GO_Cellular_Component_2021) || intracellular non-membrane-bounded organelle (GO:0043232) (GO_Cellular_Component_2021)
2382       | B cells (-0.29)           | nucleus (GO:0005634) (GO_Cellular_Component_2021)
3948       | CD4 T cells (-0.51)       | negative regulation of dendritic cell differentiation (GO:2001199) (GO_Biological_Process_2021) || negative regulation of leukocyte differentiation (GO:1902106) (GO_Biological_Process_2021)
4057       | CD8 T cells (0.21)        | intrinsic component of mitochondrial inner membrane (GO:0031304) (GO_Cellular_Component_2021) || de novo centriole assembly (GO:0097742) (GO_Biological_Process_2021) || de novo centriole assembly involved in multi-ciliated epithelial cell differentiation (GO:0098535) (GO_Biological_Process_2021)
1255       | CD4 T cells (-0.79)       | antigen receptor-mediated signaling pathway (GO:0050851) (GO_Biological_Process_2021) || B cell receptor signaling pathway (GO:0050853) (GO_Biological_Process_2021) || T cell activation (GO:0042110) (GO_Biological_Process_2021)
856        | B cells (0.13)            | mitotic spindle (GO:0072686) (GO_Cellular_Component_2021) || estradiol 17-beta-dehydrogenase activity (GO:0004303) (GO_Molecular_Function_2021) || P-body (GO:0000932) (GO_Cellular_Component_2021)
4562       | CD14+ Monocytes (-0.60)   | endoplasmic reticulum membrane (GO:0005789) (GO_Cellular_Component_2021) || integral component of endoplasmic reticulum membrane (GO:0030176) (GO_Cellular_Component_2021) || COPII-coated ER to Golgi transport vesicle (GO:0030134) (GO_Cellular_Component_2021)
2174       | B cells (-0.32)           | GTPase activator activity (GO:0005096) (GO_Molecular_Function_2021) || endosome membrane (GO:0010008) (GO_Cellular_Component_2021) || cytoplasmic vesicle membrane (GO:0030659) (GO_Cellular_Component_2021)
3306       | CD4 T cells (0.67)        | secretory granule membrane (GO:0030667) (GO_Cellular_Component_2021) || lytic vacuole (GO:0000323) (GO_Cellular_Component_2021) || specific granule membrane (GO:0035579) (GO_Cellular_Component_2021)
2586       | CD14+ Monocytes (0.42)    | U7 snRNP (GO:0005683) (GO_Cellular_Component_2021) || U4 snRNP (GO:0005687) (GO_Cellular_Component_2021) || U1 snRNP (GO:0005685) (GO_Cellular_Component_2021)
3231       | B cells (0.52)            | serine-type peptidase activity (GO:0008236) (GO_Molecular_Function_2021)
4695       | CD4 T cells (0.70)        | glycoprotein metabolic process (GO:0009100) (GO_Biological_Process_2021) || N-glycan processing (GO:0006491) (GO_Biological_Process_2021) || phosphatase inhibitor activity (GO:0019212) (GO_Molecular_Function_2021)
478        | CD14+ Monocytes (0.46)    | TORC1 signaling (GO:0038202) (GO_Biological_Process_2021)
3780       | FCGR3A+ Monocytes (-0.25) | ubiquitin conjugating enzyme activity (GO:0061631) (GO_Molecular_Function_2021) || ubiquitin-like protein conjugating enzyme activity (GO:0061650) (GO_Molecular_Function_2021) || ubiquitin-like protein ligase binding (GO:0044389) (GO_Molecular_Function_2021)
3768       | CD14+ Monocytes (-0.56)   | positive regulation of insulin secretion (GO:0032024) (GO_Biological_Process_2021)
3582       | CD4 T cells (0.61)        | tRNA binding (GO:0000049) (GO_Molecular_Function_2021) || RNA polymerase II CTD heptapeptide repeat kinase activity (GO:0008353) (GO_Molecular_Function_2021) || RNA binding (GO:0003723) (GO_Molecular_Function_2021)
13         | NK cells (-0.22)          | regulation of mRNA processing (GO:0050684) (GO_Biological_Process_2021) || RNA binding (GO:0003723) (GO_Molecular_Function_2021) || regulation of mRNA metabolic process (GO:1903311) (GO_Biological_Process_2021)
4591       | CD14+ Monocytes (-0.63)   | integral component of Golgi membrane (GO:0030173) (GO_Cellular_Component_2021) || intrinsic component of Golgi membrane (GO:0031228) (GO_Cellular_Component_2021) || platelet alpha granule (GO:0031091) (GO_Cellular_Component_2021)
980        | CD4 T cells (0.78)        | cellular response to cytokine stimulus (GO:0071345) (GO_Biological_Process_2021) || regulation of apoptotic process (GO:0042981) (GO_Biological_Process_2021) || regulation of fibroblast proliferation (GO:0048145) (GO_Biological_Process_2021)
1092       | CD4 T cells (0.62)        | GABA receptor binding (GO:0050811) (GO_Molecular_Function_2021)
4742       | CD4 T cells (0.33)        | MICOS complex (GO:0061617) (GO_Cellular_Component_2021) || MIB complex (GO:0140275) (GO_Cellular_Component_2021) || SAM complex (GO:0001401) (GO_Cellular_Component_2021)
4701       | CD4 T cells (0.75)        | response to endoplasmic reticulum stress (GO:0034976) (GO_Biological_Process_2021) || negative regulation of cellular macromolecule biosynthetic process (GO:2000113) (GO_Biological_Process_2021) || DNA-binding transcription activator activity, RNA polymerase II-specific (GO:0001228) (GO_Molecular_Function_2021)
295        | CD4 T cells (0.44)        | intracellular membrane-bounded organelle (GO:0043231) (GO_Cellular_Component_2021) || nucleus (GO:0005634) (GO_Cellular_Component_2021) || transforming growth factor beta receptor signaling pathway (GO:0007179) (GO_Biological_Process_2021)
197        | NK cells (-0.36)          | UDP-galactosyltransferase activity (GO:0035250) (GO_Molecular_Function_2021)
