Analyzing: Layer 15, 8x expansion (K=32)
Directory: /biodata/nyanovsky/datasets/pbmc3k/layer_15/sae_k_32_5120/interpretations_filter_zero_expressed

Feature    | Top Cell Type (r)         | Top Significant GO Terms
3862       | CD14+ Monocytes (-0.59)   | G protein-coupled purinergic nucleotide receptor activity (GO:0045028) (GO_Molecular_Function_2021) || purinergic nucleotide receptor activity (GO:0001614) (GO_Molecular_Function_2021)
4466       | CD14+ Monocytes (-0.41)   | post-Golgi vesicle-mediated transport (GO:0006892) (GO_Biological_Process_2021) || phosphotransferase activity, alcohol group as acceptor (GO:0016773) (GO_Molecular_Function_2021)
3038       | CD4 T cells (-0.36)       | ubiquitin-dependent SMAD protein catabolic process (GO:0030579) (GO_Biological_Process_2021) || protein modification by small protein conjugation (GO:0032446) (GO_Biological_Process_2021) || negative regulation of supramolecular fiber organization (GO:1902904) (GO_Biological_Process_2021)
4935       | CD14+ Monocytes (-0.44)   | protein localization to phagophore assembly site (GO:0034497) (GO_Biological_Process_2021)
805        | CD4 T cells (-0.19)       | ADP transmembrane transporter activity (GO:0015217) (GO_Molecular_Function_2021) || ATP transmembrane transporter activity (GO:0005347) (GO_Molecular_Function_2021) || purine ribonucleotide transmembrane transporter activity (GO:0005346) (GO_Molecular_Function_2021)
3357       | CD14+ Monocytes (0.53)    | mitotic sister chromatid segregation (GO:0000070) (GO_Biological_Process_2021) || vesicle tethering to Golgi (GO:0099041) (GO_Biological_Process_2021) || purine nucleobase biosynthetic process (GO:0009113) (GO_Biological_Process_2021)
2473       | CD14+ Monocytes (-0.60)   | integral component of Golgi membrane (GO:0030173) (GO_Cellular_Component_2021) || intrinsic component of Golgi membrane (GO:0031228) (GO_Cellular_Component_2021) || manganese ion transmembrane transporter activity (GO:0005384) (GO_Molecular_Function_2021)
2845       | B cells (-0.44)           | negative regulation of cellular amide metabolic process (GO:0034249) (GO_Biological_Process_2021) || phosphorylation (GO:0016310) (GO_Biological_Process_2021) || peptidyl-serine phosphorylation (GO:0018105) (GO_Biological_Process_2021)
442        | CD14+ Monocytes (0.43)    | positive regulation of receptor-mediated endocytosis (GO:0048260) (GO_Biological_Process_2021) || phosphatidic acid biosynthetic process (GO:0006654) (GO_Biological_Process_2021) || phosphatidic acid metabolic process (GO:0046473) (GO_Biological_Process_2021)
2542       | CD4 T cells (0.61)        | self proteolysis (GO:0097264) (GO_Biological_Process_2021) || regulation of defense response (GO:0031347) (GO_Biological_Process_2021) || pyroptosis (GO:0070269) (GO_Biological_Process_2021)
2617       | B cells (0.30)            | histone H4-K16 acetylation (GO:0043984) (GO_Biological_Process_2021) || intracellular membrane-bounded organelle (GO:0043231) (GO_Cellular_Component_2021) || H4 histone acetyltransferase complex (GO:1902562) (GO_Cellular_Component_2021)
4264       | B cells (0.57)            | negative regulation of leukocyte adhesion to vascular endothelial cell (GO:1904995) (GO_Biological_Process_2021)
710        | CD14+ Monocytes (-0.56)   | UDP-glycosyltransferase activity (GO:0008194) (GO_Molecular_Function_2021) || proteoglycan metabolic process (GO:0006029) (GO_Biological_Process_2021) || proteoglycan biosynthetic process (GO:0030166) (GO_Biological_Process_2021)
4329       | CD14+ Monocytes (-0.60)   | macropinosome (GO:0044354) (GO_Cellular_Component_2021) || pinosome (GO:0044352) (GO_Cellular_Component_2021) || adiponectin-activated signaling pathway (GO:0033211) (GO_Biological_Process_2021)
1770       | CD4 T cells (0.67)        | cytoplasmic vesicle membrane (GO:0030659) (GO_Cellular_Component_2021)
3753       | CD4 T cells (0.46)        | mannosyltransferase activity (GO:0000030) (GO_Molecular_Function_2021)
376        | CD4 T cells (0.38)        | constitutive secretory pathway (GO:0045054) (GO_Biological_Process_2021) || vesicle localization (GO:0051648) (GO_Biological_Process_2021) || negative regulation of neurotransmitter secretion (GO:0046929) (GO_Biological_Process_2021)
472        | B cells (0.37)            | epinephrine binding (GO:0051379) (GO_Molecular_Function_2021) || MHC class Ib protein binding (GO:0023029) (GO_Molecular_Function_2021) || oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced iron-sulfur protein as one donor, and incorporation of one atom of oxygen (GO:0016713) (GO_Molecular_Function_2021)
2480       | CD4 T cells (0.63)        | polyubiquitin modification-dependent protein binding (GO:0031593) (GO_Molecular_Function_2021) || NEDD8 transferase activity (GO:0019788) (GO_Molecular_Function_2021) || fucose binding (GO:0042806) (GO_Molecular_Function_2021)
3739       | CD14+ Monocytes (-0.62)   | ubiquitin protein ligase binding (GO:0031625) (GO_Molecular_Function_2021) || ubiquitin-like protein ligase binding (GO:0044389) (GO_Molecular_Function_2021)
3127       | Dendritic cells (0.17)    | cis-Golgi network (GO:0005801) (GO_Cellular_Component_2021) || endoplasmic reticulum to Golgi vesicle-mediated transport (GO:0006888) (GO_Biological_Process_2021) || endomembrane system organization (GO:0010256) (GO_Biological_Process_2021)
274        | CD4 T cells (0.41)        | exocytic vesicle membrane (GO:0099501) (GO_Cellular_Component_2021) || synaptic vesicle membrane (GO:0030672) (GO_Cellular_Component_2021)
50         | FCGR3A+ Monocytes (0.29)  | polyubiquitin modification-dependent protein binding (GO:0031593) (GO_Molecular_Function_2021)
877        | NK cells (-0.29)          | nucleolus (GO:0005730) (GO_Cellular_Component_2021) || nuclear lumen (GO:0031981) (GO_Cellular_Component_2021) || RNA binding (GO:0003723) (GO_Molecular_Function_2021)
3065       | CD4 T cells (-0.83)       | T cell receptor signaling pathway (GO:0050852) (GO_Biological_Process_2021) || antigen receptor-mediated signaling pathway (GO:0050851) (GO_Biological_Process_2021) || T cell activation (GO:0042110) (GO_Biological_Process_2021)
5119       | CD4 T cells (0.61)        | phospholipase activity (GO:0004620) (GO_Molecular_Function_2021) || guanyl-nucleotide exchange factor activity (GO:0005085) (GO_Molecular_Function_2021) || 4 iron, 4 sulfur cluster binding (GO:0051539) (GO_Molecular_Function_2021)
3446       | B cells (0.31)            | RNA binding (GO:0003723) (GO_Molecular_Function_2021) || small-subunit processome (GO:0032040) (GO_Cellular_Component_2021) || RNA metabolic process (GO:0016070) (GO_Biological_Process_2021)
587        | CD4 T cells (0.42)        | macroautophagy (GO:0016236) (GO_Biological_Process_2021) || ubiquitin binding (GO:0043130) (GO_Molecular_Function_2021) || vitamin D receptor binding (GO:0042809) (GO_Molecular_Function_2021)
621        | CD4 T cells (0.62)        | RNA polymerase II cis-regulatory region sequence-specific DNA binding (GO:0000978) (GO_Molecular_Function_2021) || cis-regulatory region sequence-specific DNA binding (GO:0000987) (GO_Molecular_Function_2021) || RNA polymerase II transcription regulatory region sequence-specific DNA binding (GO:0000977) (GO_Molecular_Function_2021)
3323       | B cells (-0.18)           | nuclease activity (GO:0004518) (GO_Molecular_Function_2021) || ribonuclease activity (GO:0004540) (GO_Molecular_Function_2021) || MHC class I protein complex binding (GO:0023024) (GO_Molecular_Function_2021)
1581       | CD4 T cells (-0.76)       | calcitonin family receptor activity (GO:0097642) (GO_Molecular_Function_2021) || phosphotransferase activity, nitrogenous group as acceptor (GO:0016775) (GO_Molecular_Function_2021) || creatine kinase activity (GO:0004111) (GO_Molecular_Function_2021)
4609       | FCGR3A+ Monocytes (-0.28) | iron ion binding (GO:0005506) (GO_Molecular_Function_2021)
620        | B cells (-0.37)           | RNA polymerase II C-terminal domain phosphoserine binding (GO:1990269) (GO_Molecular_Function_2021) || RNA polymerase II C-terminal domain binding (GO:0099122) (GO_Molecular_Function_2021) || phosphoserine residue binding (GO:0050815) (GO_Molecular_Function_2021)
4569       | CD4 T cells (0.33)        | protein transport (GO:0015031) (GO_Biological_Process_2021) || 1-phosphatidylinositol binding (GO:0005545) (GO_Molecular_Function_2021) || phosphatidylinositol binding (GO:0035091) (GO_Molecular_Function_2021)
2697       | FCGR3A+ Monocytes (-0.39) | vacuolar lumen (GO:0005775) (GO_Cellular_Component_2021) || lysosomal lumen (GO:0043202) (GO_Cellular_Component_2021)
3475       | CD14+ Monocytes (0.55)    | peptidyl-proline 4-dioxygenase activity (GO:0031545) (GO_Molecular_Function_2021) || histone demethylase activity (H3-K9 specific) (GO:0032454) (GO_Molecular_Function_2021) || peptidyl-proline hydroxylation to 4-hydroxy-L-proline (GO:0018401) (GO_Biological_Process_2021)
4339       | CD4 T cells (0.43)        | positive regulation of cytokine production (GO:0001819) (GO_Biological_Process_2021) || positive regulation of type I interferon production (GO:0032481) (GO_Biological_Process_2021)
195        | CD14+ Monocytes (0.33)    | U6 snRNP (GO:0005688) (GO_Cellular_Component_2021) || exonucleolytic catabolism of deadenylated mRNA (GO:0043928) (GO_Biological_Process_2021) || nuclear-transcribed mRNA catabolic process, exonucleolytic (GO:0000291) (GO_Biological_Process_2021)
1014       | CD14+ Monocytes (0.40)    | SUMO ligase activity (GO:0061665) (GO_Molecular_Function_2021) || SUMO transferase activity (GO:0019789) (GO_Molecular_Function_2021) || DNA binding (GO:0003677) (GO_Molecular_Function_2021)
3165       | CD14+ Monocytes (-0.26)   | lytic vacuole (GO:0000323) (GO_Cellular_Component_2021) || platelet dense granule (GO:0042827) (GO_Cellular_Component_2021) || pigment granule (GO:0048770) (GO_Cellular_Component_2021)
590        | CD14+ Monocytes (-0.35)   | RNA binding (GO:0003723) (GO_Molecular_Function_2021) || poly(A) binding (GO:0008143) (GO_Molecular_Function_2021) || poly(U) RNA binding (GO:0008266) (GO_Molecular_Function_2021)
893        | CD8 T cells (0.17)        | deoxycytidine deaminase activity (GO:0047844) (GO_Molecular_Function_2021) || sulfurtransferase activity (GO:0016783) (GO_Molecular_Function_2021)
369        | CD14+ Monocytes (-0.61)   | regulation of integrin-mediated signaling pathway (GO:2001044) (GO_Biological_Process_2021) || cellular response to growth factor stimulus (GO:0071363) (GO_Biological_Process_2021) || regulation of GTPase activity (GO:0043087) (GO_Biological_Process_2021)
307        | FCGR3A+ Monocytes (0.21)  | DNA binding (GO:0003677) (GO_Molecular_Function_2021) || guanyl-nucleotide exchange factor activity (GO:0005085) (GO_Molecular_Function_2021) || DNA N-glycosylase activity (GO:0019104) (GO_Molecular_Function_2021)
3656       | CD4 T cells (0.46)        | exogenous lipid antigen binding (GO:0030884) (GO_Molecular_Function_2021) || NAD-dependent histone deacetylase activity (GO:0017136) (GO_Molecular_Function_2021) || endogenous lipid antigen binding (GO:0030883) (GO_Molecular_Function_2021)
523        | NK cells (-0.26)          | volume-sensitive anion channel activity (GO:0005225) (GO_Molecular_Function_2021) || tRNA methyltransferase activity (GO:0008175) (GO_Molecular_Function_2021) || endoribonuclease activity (GO:0004521) (GO_Molecular_Function_2021)
4604       | FCGR3A+ Monocytes (-0.32) | tertiary granule lumen (GO:1904724) (GO_Cellular_Component_2021) || ficolin-1-rich granule lumen (GO:1904813) (GO_Cellular_Component_2021) || tertiary granule (GO:0070820) (GO_Cellular_Component_2021)
3460       | CD14+ Monocytes (-0.42)   | endoplasmic reticulum membrane (GO:0005789) (GO_Cellular_Component_2021) || oxidoreduction-driven active transmembrane transporter activity (GO:0015453) (GO_Molecular_Function_2021) || NADH dehydrogenase (quinone) activity (GO:0050136) (GO_Molecular_Function_2021)
4725       | CD14+ Monocytes (-0.47)   | caveolin-mediated endocytosis (GO:0072584) (GO_Biological_Process_2021) || post-mRNA release spliceosomal complex (GO:0071014) (GO_Cellular_Component_2021)
5005       | NK cells (-0.12)          | SH3 domain binding (GO:0017124) (GO_Molecular_Function_2021) || methylation-dependent protein binding (GO:0140034) (GO_Molecular_Function_2021) || methylated histone binding (GO:0035064) (GO_Molecular_Function_2021)
3237       | CD4 T cells (0.34)        | RNA polymerase II transcription regulatory region sequence-specific DNA binding (GO:0000977) (GO_Molecular_Function_2021) || regulation of transcription, DNA-templated (GO:0006355) (GO_Biological_Process_2021) || RNA polymerase II cis-regulatory region sequence-specific DNA binding (GO:0000978) (GO_Molecular_Function_2021)
4898       | CD4 T cells (0.47)        | secretory granule lumen (GO:0034774) (GO_Cellular_Component_2021) || cytoplasmic vesicle lumen (GO:0060205) (GO_Cellular_Component_2021) || ficolin-1-rich granule lumen (GO:1904813) (GO_Cellular_Component_2021)
264        | CD14+ Monocytes (0.55)    | protein poly-ADP-ribosylation (GO:0070212) (GO_Biological_Process_2021) || NAD+ ADP-ribosyltransferase activity (GO:0003950) (GO_Molecular_Function_2021) || NAD binding (GO:0051287) (GO_Molecular_Function_2021)
5115       | B cells (-0.42)           | solute:proton antiporter activity (GO:0015299) (GO_Molecular_Function_2021) || solute:cation antiporter activity (GO:0015298) (GO_Molecular_Function_2021) || volume-sensitive anion channel activity (GO:0005225) (GO_Molecular_Function_2021)
1061       | NK cells (0.30)           | alpha-amino acid biosynthetic process (GO:1901607) (GO_Biological_Process_2021) || small GTPase binding (GO:0031267) (GO_Molecular_Function_2021) || GTPase binding (GO:0051020) (GO_Molecular_Function_2021)
3129       | CD14+ Monocytes (-0.25)   | response to fructose (GO:0009750) (GO_Biological_Process_2021) || mitotic cell cycle phase transition (GO:0044772) (GO_Biological_Process_2021) || G2/M transition of mitotic cell cycle (GO:0000086) (GO_Biological_Process_2021)
2156       | CD4 T cells (-0.23)       | transcription factor TFIIH holo complex (GO:0005675) (GO_Cellular_Component_2021) || nucleotide-excision repair (GO:0006289) (GO_Biological_Process_2021) || peptidyl-diphthamide biosynthetic process from peptidyl-histidine (GO:0017183) (GO_Biological_Process_2021)
4634       | B cells (-0.38)           | alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase activity (GO:0001665) (GO_Molecular_Function_2021) || U4 snRNA binding (GO:0030621) (GO_Molecular_Function_2021) || ribonuclease P RNA binding (GO:0033204) (GO_Molecular_Function_2021)
248        | CD4 T cells (-0.53)       | pyrimidine nucleotide-sugar transmembrane transporter activity (GO:0015165) (GO_Molecular_Function_2021) || 90S preribosome (GO:0030686) (GO_Cellular_Component_2021) || nucleolus (GO:0005730) (GO_Cellular_Component_2021)
3507       | B cells (-0.41)           | MHC class I receptor activity (GO:0032393) (GO_Molecular_Function_2021)
1445       | FCGR3A+ Monocytes (0.24)  | endoplasmic reticulum lumen (GO:0005788) (GO_Cellular_Component_2021) || intracellular organelle lumen (GO:0070013) (GO_Cellular_Component_2021) || ATF6-mediated unfolded protein response (GO:0036500) (GO_Biological_Process_2021)
