Analyzing: Layer 12, 8x expansion (K=32)
Directory: /biodata/nyanovsky/datasets/pbmc3k/layer_12/sae_k_32_5120/interpretations_filter_zero_expressed

Feature    | Top Cell Type (r)         | Top Significant GO Terms
3657       | CD14+ Monocytes (-0.33)   | pyruvate transmembrane transporter activity (GO:0050833) (GO_Molecular_Function_2021) || ADP transmembrane transporter activity (GO:0015217) (GO_Molecular_Function_2021) || insulin-like growth factor II binding (GO:0031995) (GO_Molecular_Function_2021)
4554       | CD14+ Monocytes (-0.41)   | nucleolus (GO:0005730) (GO_Cellular_Component_2021) || nuclear lumen (GO:0031981) (GO_Cellular_Component_2021)
3134       | FCGR3A+ Monocytes (-0.35) | transcription, DNA-templated (GO:0006351) (GO_Biological_Process_2021) || intracellular membrane-bounded organelle (GO:0043231) (GO_Cellular_Component_2021) || transcription factor TFIIIC complex (GO:0000127) (GO_Cellular_Component_2021)
4408       | CD8 T cells (-0.23)       | purine nucleoside bisphosphate biosynthetic process (GO:0034033) (GO_Biological_Process_2021) || coenzyme A biosynthetic process (GO:0015937) (GO_Biological_Process_2021) || ribonucleoside bisphosphate biosynthetic process (GO:0034030) (GO_Biological_Process_2021)
1204       | B cells (0.27)            | COPII vesicle coat (GO:0030127) (GO_Cellular_Component_2021) || glycoside catabolic process (GO:0016139) (GO_Biological_Process_2021)
3167       | CD4 T cells (-0.47)       | DNA polymerase binding (GO:0070182) (GO_Molecular_Function_2021) || tetrahydrofolate metabolic process (GO:0046653) (GO_Biological_Process_2021) || DNA repair (GO:0006281) (GO_Biological_Process_2021)
188        | CD14+ Monocytes (0.48)    | monocarboxylic acid metabolic process (GO:0032787) (GO_Biological_Process_2021) || negative regulation of response to food (GO:0032096) (GO_Biological_Process_2021) || leucine catabolic process (GO:0006552) (GO_Biological_Process_2021)
3273       | NK cells (0.31)           | cullin-RING ubiquitin ligase complex (GO:0031461) (GO_Cellular_Component_2021) || 2 iron, 2 sulfur cluster binding (GO:0051537) (GO_Molecular_Function_2021) || 1-acylglycerol-3-phosphate O-acyltransferase activity (GO:0003841) (GO_Molecular_Function_2021)
2030       | CD14+ Monocytes (-0.44)   | regulation of actin filament-based process (GO:0032970) (GO_Biological_Process_2021) || regulation of actin cytoskeleton organization (GO:0032956) (GO_Biological_Process_2021) || regulation of cytoskeleton organization (GO:0051493) (GO_Biological_Process_2021)
532        | CD4 T cells (0.47)        | spliceosomal snRNP assembly (GO:0000387) (GO_Biological_Process_2021) || mRNA splicing, via spliceosome (GO:0000398) (GO_Biological_Process_2021) || microbody membrane (GO:0031903) (GO_Cellular_Component_2021)
3825       | B cells (-0.36)           | small-subunit processome (GO:0032040) (GO_Cellular_Component_2021)
1349       | CD14+ Monocytes (-0.32)   | transcription cis-regulatory region binding (GO:0000976) (GO_Molecular_Function_2021) || positive regulation of transcription, DNA-templated (GO:0045893) (GO_Biological_Process_2021) || positive regulation of transcription by RNA polymerase II (GO:0045944) (GO_Biological_Process_2021)
1852       | FCGR3A+ Monocytes (-0.29) | SAGA complex (GO:0000124) (GO_Cellular_Component_2021) || nBAF complex (GO:0071565) (GO_Cellular_Component_2021) || nucleus (GO:0005634) (GO_Cellular_Component_2021)
2126       | FCGR3A+ Monocytes (-0.30) | Ada2/Gcn5/Ada3 transcription activator complex (GO:0005671) (GO_Cellular_Component_2021) || H4 histone acetyltransferase complex (GO:1902562) (GO_Cellular_Component_2021) || intracellular membrane-bounded organelle (GO:0043231) (GO_Cellular_Component_2021)
5108       | CD14+ Monocytes (-0.64)   | nucleoside diphosphate kinase activity (GO:0004550) (GO_Molecular_Function_2021) || nucleobase-containing compound kinase activity (GO:0019205) (GO_Molecular_Function_2021)
539        | CD14+ Monocytes (-0.33)   | microglial cell activation (GO:0001774) (GO_Biological_Process_2021) || regulation of neuron death (GO:1901214) (GO_Biological_Process_2021) || macrophage activation (GO:0042116) (GO_Biological_Process_2021)
1254       | B cells (-0.33)           | mitochondrial translational elongation (GO:0070125) (GO_Biological_Process_2021) || mitochondrial translational termination (GO:0070126) (GO_Biological_Process_2021) || translational termination (GO:0006415) (GO_Biological_Process_2021)
861        | B cells (0.44)            | hydrolase activity, hydrolyzing N-glycosyl compounds (GO:0016799) (GO_Molecular_Function_2021)
1979       | NK cells (-0.34)          | cadherin binding (GO:0045296) (GO_Molecular_Function_2021) || cell-cell junction (GO:0005911) (GO_Cellular_Component_2021) || cadherin binding involved in cell-cell adhesion (GO:0098641) (GO_Molecular_Function_2021)
979        | CD14+ Monocytes (-0.63)   | specific granule (GO:0042581) (GO_Cellular_Component_2021) || phosphoric ester hydrolase activity (GO:0042578) (GO_Molecular_Function_2021) || specific granule membrane (GO:0035579) (GO_Cellular_Component_2021)
1411       | CD14+ Monocytes (-0.44)   | protein-arginine omega-N monomethyltransferase activity (GO:0035241) (GO_Molecular_Function_2021) || sphingomyelin phosphodiesterase activity (GO:0004767) (GO_Molecular_Function_2021) || dolichyl-diphosphooligosaccharide-protein glycotransferase activity (GO:0004579) (GO_Molecular_Function_2021)
5112       | B cells (-0.54)           | Golgi to plasma membrane protein transport (GO:0043001) (GO_Biological_Process_2021) || establishment of protein localization to plasma membrane (GO:0061951) (GO_Biological_Process_2021) || ceramide biosynthetic process (GO:0046513) (GO_Biological_Process_2021)
4347       | CD14+ Monocytes (-0.25)   | lysosome (GO:0005764) (GO_Cellular_Component_2021) || sphingoid biosynthetic process (GO:0046520) (GO_Biological_Process_2021) || sphingosine biosynthetic process (GO:0046512) (GO_Biological_Process_2021)
2917       | CD4 T cells (0.37)        | protein-cysteine S-palmitoyltransferase activity (GO:0019706) (GO_Molecular_Function_2021) || palmitoyltransferase activity (GO:0016409) (GO_Molecular_Function_2021) || heme biosynthetic process (GO:0006783) (GO_Biological_Process_2021)
4212       | CD4 T cells (-0.39)       | integral component of organelle membrane (GO:0031301) (GO_Cellular_Component_2021) || intrinsic component of endoplasmic reticulum membrane (GO:0031227) (GO_Cellular_Component_2021) || integral component of endoplasmic reticulum membrane (GO:0030176) (GO_Cellular_Component_2021)
3097       | FCGR3A+ Monocytes (0.34)  | core promoter sequence-specific DNA binding (GO:0001046) (GO_Molecular_Function_2021)
753        | CD4 T cells (0.17)        | MAP kinase kinase activity (GO:0004708) (GO_Molecular_Function_2021)
2154       | NK cells (-0.32)          | ubiquitin-protein transferase activity (GO:0004842) (GO_Molecular_Function_2021) || proteasome-mediated ubiquitin-dependent protein catabolic process (GO:0043161) (GO_Biological_Process_2021) || ubiquitin-dependent ERAD pathway (GO:0030433) (GO_Biological_Process_2021)
1302       | CD4 T cells (-0.19)       | regulation of cellular catabolic process (GO:0031329) (GO_Biological_Process_2021) || NAADP-sensitive calcium-release channel activity (GO:0072345) (GO_Molecular_Function_2021) || L-serine transmembrane transporter activity (GO:0015194) (GO_Molecular_Function_2021)
741        | B cells (0.54)            | regulation of attachment of spindle microtubules to kinetochore (GO:0051988) (GO_Biological_Process_2021) || protein localization to kinetochore (GO:0034501) (GO_Biological_Process_2021) || snoRNA binding (GO:0030515) (GO_Molecular_Function_2021)
1042       | CD4 T cells (0.60)        | heparan sulfate proteoglycan metabolic process (GO:0030201) (GO_Biological_Process_2021) || myeloid leukocyte mediated immunity (GO:0002444) (GO_Biological_Process_2021)
2135       | CD14+ Monocytes (-0.33)   | 1-phosphatidylinositol-3-kinase activity (GO:0016303) (GO_Molecular_Function_2021) || semaphorin receptor activity (GO:0017154) (GO_Molecular_Function_2021) || phosphatidylinositol 3-kinase activity (GO:0035004) (GO_Molecular_Function_2021)
2778       | CD14+ Monocytes (-0.52)   | nucleoside metabolic process (GO:0009116) (GO_Biological_Process_2021) || regulation of fatty acid biosynthetic process (GO:0042304) (GO_Biological_Process_2021) || palmitoyl-CoA hydrolase activity (GO:0016290) (GO_Molecular_Function_2021)
2052       | CD8 T cells (-0.26)       | ER to Golgi transport vesicle membrane (GO:0012507) (GO_Cellular_Component_2021) || coated vesicle membrane (GO:0030662) (GO_Cellular_Component_2021) || transport vesicle membrane (GO:0030658) (GO_Cellular_Component_2021)
2249       | CD4 T cells (0.43)        | mitochondrial matrix (GO:0005759) (GO_Cellular_Component_2021)
1727       | CD4 T cells (0.61)        | MHC class II protein complex (GO:0042613) (GO_Cellular_Component_2021) || MHC protein complex (GO:0042611) (GO_Cellular_Component_2021) || antigen processing and presentation of exogenous peptide antigen via MHC class II (GO:0019886) (GO_Biological_Process_2021)
1145       | CD14+ Monocytes (-0.41)   | microtubule minus-end binding (GO:0051011) (GO_Molecular_Function_2021) || RNA metabolic process (GO:0016070) (GO_Biological_Process_2021) || cytoplasmic microtubule organization (GO:0031122) (GO_Biological_Process_2021)
4434       | NK cells (-0.31)          | uniplex complex (GO:1990246) (GO_Cellular_Component_2021) || mitochondrial membrane (GO:0031966) (GO_Cellular_Component_2021) || mitochondrial inner membrane (GO:0005743) (GO_Cellular_Component_2021)
3827       | CD4 T cells (0.26)        | mRNA processing (GO:0006397) (GO_Biological_Process_2021) || RNA binding (GO:0003723) (GO_Molecular_Function_2021) || RNA splicing, via transesterification reactions with bulged adenosine as nucleophile (GO:0000377) (GO_Biological_Process_2021)
952        | CD4 T cells (0.49)        | 3',5'-cyclic-GMP phosphodiesterase activity (GO:0047555) (GO_Molecular_Function_2021) || 3',5'-cyclic-AMP phosphodiesterase activity (GO:0004115) (GO_Molecular_Function_2021) || 3',5'-cyclic-nucleotide phosphodiesterase activity (GO:0004114) (GO_Molecular_Function_2021)
4377       | CD14+ Monocytes (-0.57)   | negative regulation of anion transmembrane transport (GO:1903960) (GO_Biological_Process_2021) || rRNA 5'-end processing (GO:0000967) (GO_Biological_Process_2021) || endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) (GO:0000480) (GO_Biological_Process_2021)
4909       | CD4 T cells (0.46)        | NuA4 histone acetyltransferase complex (GO:0035267) (GO_Cellular_Component_2021) || nuclear localization sequence binding (GO:0008139) (GO_Molecular_Function_2021) || regulation of ATP metabolic process (GO:1903578) (GO_Biological_Process_2021)
3775       | CD4 T cells (0.71)        | external side of apical plasma membrane (GO:0098591) (GO_Cellular_Component_2021) || neutral amino acid transmembrane transporter activity (GO:0015175) (GO_Molecular_Function_2021) || cation transmembrane transporter activity (GO:0008324) (GO_Molecular_Function_2021)
1264       | CD4 T cells (0.33)        | regulation of immune response (GO:0050776) (GO_Biological_Process_2021) || positive regulation of natural killer cell mediated immunity (GO:0002717) (GO_Biological_Process_2021) || regulation of B cell proliferation (GO:0030888) (GO_Biological_Process_2021)
2856       | CD4 T cells (0.69)        | muscle myosin complex (GO:0005859) (GO_Cellular_Component_2021) || alpha-linolenic acid metabolic process (GO:0036109) (GO_Biological_Process_2021) || regulation of hippo signaling (GO:0035330) (GO_Biological_Process_2021)
0          | CD4 T cells (0.63)        | cytoplasmic translation (GO:0002181) (GO_Biological_Process_2021) || SRP-dependent cotranslational protein targeting to membrane (GO:0006614) (GO_Biological_Process_2021) || cotranslational protein targeting to membrane (GO:0006613) (GO_Biological_Process_2021)
4559       | NK cells (-0.19)          | complement component C3b binding (GO:0001851) (GO_Molecular_Function_2021) || UDP-xylosyltransferase activity (GO:0035252) (GO_Molecular_Function_2021) || xylosyltransferase activity (GO:0042285) (GO_Molecular_Function_2021)
4258       | CD4 T cells (-0.44)       | peptidase activator activity involved in apoptotic process (GO:0016505) (GO_Molecular_Function_2021) || peptidase activator activity (GO:0016504) (GO_Molecular_Function_2021)
1226       | FCGR3A+ Monocytes (0.22)  | RNA binding (GO:0003723) (GO_Molecular_Function_2021) || RNA splicing (GO:0008380) (GO_Biological_Process_2021) || nucleolus (GO:0005730) (GO_Cellular_Component_2021)
2803       | CD4 T cells (0.76)        | cellular response to zinc ion (GO:0071294) (GO_Biological_Process_2021) || cellular response to copper ion (GO:0071280) (GO_Biological_Process_2021) || response to copper ion (GO:0046688) (GO_Biological_Process_2021)
2357       | CD14+ Monocytes (-0.31)   | positive regulation of response to external stimulus (GO:0032103) (GO_Biological_Process_2021) || glutathione transmembrane transporter activity (GO:0034634) (GO_Molecular_Function_2021) || acrosin binding (GO:0032190) (GO_Molecular_Function_2021)
1984       | CD14+ Monocytes (-0.51)   | ncRNA processing (GO:0034470) (GO_Biological_Process_2021)
4673       | CD4 T cells (0.42)        | intracellular membrane-bounded organelle (GO:0043231) (GO_Cellular_Component_2021) || histone demethylase activity (GO:0032452) (GO_Molecular_Function_2021) || nucleus (GO:0005634) (GO_Cellular_Component_2021)
475        | B cells (0.26)            | manganese ion binding (GO:0030145) (GO_Molecular_Function_2021)
3297       | CD14+ Monocytes (-0.50)   | Ino80 complex (GO:0031011) (GO_Cellular_Component_2021)
4671       | CD4 T cells (-0.42)       | U6 snRNP (GO:0005688) (GO_Cellular_Component_2021) || spliceosomal tri-snRNP complex (GO:0097526) (GO_Cellular_Component_2021) || U4/U6 x U5 tri-snRNP complex (GO:0046540) (GO_Cellular_Component_2021)
1907       | NK cells (-0.31)          | protein phosphatase 1 binding (GO:0008157) (GO_Molecular_Function_2021) || kinesin binding (GO:0019894) (GO_Molecular_Function_2021)
830        | NK cells (-0.27)          | regulation of transferase activity (GO:0051338) (GO_Biological_Process_2021) || nuclear-transcribed mRNA catabolic process (GO:0000956) (GO_Biological_Process_2021) || regulation of DNA biosynthetic process (GO:2000278) (GO_Biological_Process_2021)
2450       | CD14+ Monocytes (0.46)    | positive regulation of transforming growth factor beta receptor signaling pathway (GO:0030511) (GO_Biological_Process_2021) || positive regulation of cellular response to transforming growth factor beta stimulus (GO:1903846) (GO_Biological_Process_2021) || lysine N-acetyltransferase activity, acting on acetyl phosphate as donor (GO:0004468) (GO_Molecular_Function_2021)
1676       | CD14+ Monocytes (0.62)    | N-methyltransferase activity (GO:0008170) (GO_Molecular_Function_2021)
